INDEX_1,INDEX_2,TEAM,ROLE,E,A,D,DMG,H,MIT
214,3,1,DAMAGE,6,1,4,4664,309,2879
214,4,1,SUPPORT,4,6,5,3691,3678,159
214,5,1,SUPPORT,5,2,5,2788,3449,1169
214,6,2,TANK,7,0,4,4251,0,7196
214,7,2,DAMAGE,15,6,2,6631,0,0
214,8,2,DAMAGE,13,3,4,4693,0,0
214,9,2,SUPPORT,6,7,3,1638,6865,703
214,10,2,SUPPORT,11,3,4,5459,3945,165
215,1,1,TANK,2,2,5,5446,0,7650
215,2,1,DAMAGE,3,0,5,2650,0,0
215,3,1,DAMAGE,1,0,6,2398,72,410
215,4,1,SUPPORT,0,1,3,908,3370,141
215,5,1,SUPPORT,2,3,1,787,5021,591
215,6,2,TANK,9,2,1,3723,0,9666
215,7,2,DAMAGE,14,3,1,4651,0,426
215,8,2,DAMAGE,11,1,0,7150,0,0
215,9,2,SUPPORT,6,11,1,1064,4965,73
215,10,2,SUPPORT,9,6,1,2182,3696,0
216,1,1,TANK,5,1,4,5391,0,7194
216,2,1,DAMAGE,6,0,6,4337,236,0
216,3,1,DAMAGE,4,1,7,2943,0,277
216,4,1,SUPPORT,3,8,4,1607,5521,247
216,5,1,SUPPORT,1,1,5,1359,2877,719
216,6,2,TANK,13,6,2,5259,0,2371
216,7,2,DAMAGE,19,1,3,6813,0,188
216,8,2,DAMAGE,14,5,1,5062,0,47
216,9,2,SUPPORT,5,14,1,984,5705,336
216,10,2,SUPPORT,8,13,2,2199,3458,0
217,1,1,TANK,12,3,8,6005,271,3344
217,2,1,DAMAGE,11,0,2,5717,0,0
217,3,1,DAMAGE,8,2,11,4410,0,289
217,4,1,SUPPORT,6,11,7,2973,6647,0
217,5,1,SUPPORT,5,10,6,2333,6637,0
217,6,2,TANK,21,6,2,9090,579,1510
217,7,2,DAMAGE,20,1,4,5697,0,1005
217,8,2,DAMAGE,23,0,7,8279,0,0
217,9,2,SUPPORT,12,6,2,3159,3602,0
217,10,2,SUPPORT,17,15,4,4356,6067,301
218,1,1,TANK,3,0,1,3525,0,11355
218,2,1,DAMAGE,6,2,6,5257,488,1083
218,3,1,DAMAGE,8,0,7,4164,0,75
218,4,1,SUPPORT,4,5,5,3585,3889,306
218,5,1,SUPPORT,3,2,6,1248,5444,202
218,6,2,TANK,12,0,4,5096,0,2502
218,7,2,DAMAGE,14,5,3,5558,70,0
218,8,2,DAMAGE,8,1,1,4713,0,61
218,9,2,SUPPORT,13,13,2,4829,4059,0
218,10,2,SUPPORT,8,17,1,909,5941,787
219,1,1,TANK,24,8,8,10067,2188,2608
219,2,1,DAMAGE,27,5,3,8147,0,0
219,3,1,DAMAGE,19,1,12,7673,732,114
219,4,1,SUPPORT,23,16,9,4564,6094,1366
219,5,1,SUPPORT,21,13,11,7303,4750,0
219,6,2,TANK,19,8,12,7184,0,6842
219,7,2,DAMAGE,25,4,10,7690,484,1248
219,8,2,DAMAGE,28,1,8,10440,0,342
219,9,2,SUPPORT,23,14,4,10125,6158,559
219,10,2,SUPPORT,1,30,7,80,12726,0
220,1,1,TANK,2,2,8,6690,616,9554
220,2,1,DAMAGE,9,0,8,9257,0,0
220,3,1,DAMAGE,9,2,8,10369,0,25
220,4,1,SUPPORT,2,1,2,2627,5759,73
220,5,1,SUPPORT,0,5,3,1088,9736,264
220,6,2,TANK,23,5,1,12838,1568,1569
220,7,2,DAMAGE,11,0,4,6473,0,0
220,8,2,DAMAGE,20,1,5,6472,0,0
220,9,2,SUPPORT,6,19,1,3007,7442,0
220,10,2,SUPPORT,8,13,3,2338,13381,1071
221,1,1,TANK,17,5,11,14793,0,17666
221,2,1,DAMAGE,15,4,16,13556,0,0
221,3,1,DAMAGE,21,3,12,15368,0,0
221,4,1,SUPPORT,11,5,10,6307,9633,837
221,5,1,SUPPORT,4,15,4,2321,10643,0
221,6,2,TANK,28,4,7,12716,6683,2078
221,7,2,DAMAGE,25,0,7,13991,0,503
221,8,2,DAMAGE,29,5,7,10133,168,0
221,9,2,SUPPORT,15,31,5,6453,10723,0
221,10,2,SUPPORT,6,22,7,2083,15940,0
222,1,1,TANK,20,5,8,10915,379,6002
222,2,1,DAMAGE,21,1,2,12539,0,0
222,3,1,DAMAGE,18,9,9,10408,175,583
222,4,1,SUPPORT,1,14,5,226,10102,0
222,5,1,SUPPORT,10,11,8,8235,6476,1054
222,6,2,TANK,17,6,2,7798,0,4424
222,7,2,DAMAGE,16,6,6,8699,0,0
222,8,2,DAMAGE,16,0,10,9409,0,1026
222,9,2,SUPPORT,17,13,5,7037,10385,398
222,10,2,SUPPORT,11,8,6,4516,7773,242
223,1,1,TANK,21,5,4,10687,0,10234
223,2,1,DAMAGE,11,0,10,6359,0,150
223,3,1,DAMAGE,18,0,8,8920,555,624
223,4,1,SUPPORT,6,17,4,2377,8012,658
223,5,1,SUPPORT,12,11,5,4363,7682,0
223,6,2,TANK,15,6,3,9178,789,3820
223,7,2,DAMAGE,19,5,7,8177,0,483
223,8,2,DAMAGE,14,1,6,6610,0,157
223,9,2,SUPPORT,4,16,7,1476,9292,295
223,10,2,SUPPORT,15,8,9,7013,6762,0
224,1,1,TANK,18,6,6,6164,724,3453
224,2,1,DAMAGE,16,3,4,4956,0,0
224,3,1,DAMAGE,14,4,7,6357,2,181
224,4,1,SUPPORT,6,9,7,1726,3919,251
224,5,1,SUPPORT,12,12,5,3955,3714,588
224,6,2,TANK,14,3,7,5841,35,3972
224,7,2,DAMAGE,20,0,4,5183,738,0
224,8,2,DAMAGE,17,3,5,6860,0,38
224,9,2,SUPPORT,7,22,4,2121,3614,160
224,10,2,SUPPORT,12,16,2,3498,4002,0
225,1,1,TANK,16,6,7,9982,1489,3322
225,2,1,DAMAGE,14,0,8,7973,0,139
225,3,1,DAMAGE,16,0,6,7295,0,0
225,4,1,SUPPORT,13,15,4,3186,6613,19
225,5,1,SUPPORT,10,14,7,3394,5900,1409
225,6,2,TANK,16,1,8,7003,0,6991
225,7,2,DAMAGE,21,3,2,11089,0,0
225,8,2,DAMAGE,15,0,6,5216,892,870
225,9,2,SUPPORT,14,18,3,3901,11245,0
225,10,2,SUPPORT,12,14,7,2894,6201,923
226,1,1,TANK,8,3,2,5944,0,12447
226,2,1,DAMAGE,8,0,6,6571,0,629
226,3,1,DAMAGE,8,0,8,5976,543,299
226,4,1,SUPPORT,6,5,9,4066,2895,379
226,5,1,SUPPORT,1,8,5,373,6641,0
226,6,2,TANK,22,7,3,6140,0,5346
226,7,2,DAMAGE,15,4,4,6105,0,1653
226,8,2,DAMAGE,14,0,3,4787,0,0
226,9,2,SUPPORT,16,15,1,4075,7132,111
226,10,2,SUPPORT,7,15,3,2053,5974,549
227,1,1,TANK,14,5,10,9905,592,5741
227,2,1,DAMAGE,14,1,7,5614,0,0
227,3,1,DAMAGE,24,1,10,13035,0,285
227,4,1,SUPPORT,7,14,8,3111,9264,299
227,5,1,SUPPORT,5,14,6,3299,11876,0
227,6,2,TANK,25,3,4,12665,243,5552
227,7,2,DAMAGE,21,4,10,9265,747,0
227,8,2,DAMAGE,21,8,6,9321,92,0
227,9,2,SUPPORT,16,16,7,5300,7686,0
227,10,2,SUPPORT,20,19,6,6176,8785,757
228,1,1,TANK,16,3,10,7729,0,24961
228,2,1,DAMAGE,14,2,13,9407,0,336
228,3,1,DAMAGE,18,4,12,11486,0,266
228,4,1,SUPPORT,11,14,2,2941,12835,167
228,5,1,SUPPORT,13,4,9,9546,6858,0
228,6,2,TANK,25,9,7,11113,995,9360
228,7,2,DAMAGE,19,4,5,10301,0,38
228,8,2,DAMAGE,27,3,9,10428,0,2412
228,9,2,SUPPORT,10,16,7,3694,7654,845
228,10,2,SUPPORT,21,12,8,6939,6913,0
229,1,1,TANK,18,4,5,7751,0,8967
229,2,1,DAMAGE,14,1,7,11124,0,829
229,3,1,DAMAGE,18,5,9,6932,514,0
229,4,1,SUPPORT,1,13,5,1000,9145,0
229,5,1,SUPPORT,10,15,8,2915,7960,466
229,6,2,TANK,16,2,4,9351,0,6484
229,7,2,DAMAGE,15,1,7,8874,0,1158
229,8,2,DAMAGE,18,2,4,11370,0,0
229,9,2,SUPPORT,8,8,6,4397,6323,1931
229,10,2,SUPPORT,2,9,8,1616,5916,613
230,1,1,TANK,11,6,5,6621,0,11472
230,2,1,DAMAGE,8,0,4,5309,0,0
230,3,1,DAMAGE,7,2,10,4480,0,1008
230,4,1,SUPPORT,7,9,7,2390,4410,0
230,5,1,SUPPORT,5,7,6,2715,6805,240
230,6,2,TANK,21,3,5,8752,401,3745
230,7,2,DAMAGE,11,1,2,8895,0,0
230,8,2,DAMAGE,18,3,3,6897,0,138
230,9,2,SUPPORT,7,5,3,2615,3551,582
230,10,2,SUPPORT,0,21,2,0,7339,0
231,1,1,TANK,6,3,7,9220,1049,5008
231,2,1,DAMAGE,9,0,6,7026,712,0
231,3,1,DAMAGE,12,2,7,8006,0,76
231,4,1,SUPPORT,7,8,2,2550,8327,663
231,5,1,SUPPORT,4,5,8,3159,6741,510
231,6,2,TANK,19,1,1,8224,0,13860
231,7,2,DAMAGE,20,2,4,10203,0,78
231,8,2,DAMAGE,15,0,8,7150,0,1021
231,9,2,SUPPORT,11,19,1,2932,10531,897
231,10,2,SUPPORT,15,16,2,5255,10088,0
232,1,1,TANK,18,2,6,9643,0,5801
232,2,1,DAMAGE,18,1,8,10944,1247,675
232,3,1,DAMAGE,16,1,5,9572,0,341
232,4,1,SUPPORT,9,14,5,2932,10121,0
232,5,1,SUPPORT,5,10,7,1676,7855,333
232,6,2,TANK,17,6,4,13004,0,8689
232,7,2,DAMAGE,19,0,10,9015,1993,0
232,8,2,DAMAGE,18,1,7,6114,0,0
232,9,2,SUPPORT,9,15,7,4116,8179,1038
232,10,2,SUPPORT,4,14,5,566,9647,0
233,1,1,TANK,2,0,6,4553,0,2531
233,2,1,DAMAGE,4,0,5,4082,0,0
233,3,1,DAMAGE,4,1,9,6048,0,59
233,4,1,SUPPORT,5,4,6,5757,4215,248
233,5,1,SUPPORT,2,4,3,925,7339,324
233,6,2,TANK,17,1,1,8760,0,3674
233,7,2,DAMAGE,19,1,1,7039,0,1198
233,8,2,DAMAGE,11,1,2,3871,373,419
233,9,2,SUPPORT,9,12,2,1929,6577,437
233,10,2,SUPPORT,5,14,2,1412,6870,0
234,1,1,TANK,13,5,7,11167,172,11135
234,2,1,DAMAGE,12,0,7,10774,0,2740
234,3,1,DAMAGE,15,6,13,9869,329,0
234,4,1,SUPPORT,9,14,6,3290,11232,0
234,5,1,SUPPORT,9,9,7,5108,8937,1391
234,6,2,TANK,23,4,5,12827,252,6848
234,7,2,DAMAGE,22,8,6,8924,0,0
234,8,2,DAMAGE,14,0,8,11735,0,1838
234,9,2,SUPPORT,10,13,3,3525,15637,1057
234,10,2,SUPPORT,15,4,3,5728,9501,0
235,1,1,TANK,16,4,4,8324,0,7792
235,2,1,DAMAGE,13,1,12,9759,876,157
235,3,1,DAMAGE,11,0,10,11823,0,599
235,4,1,SUPPORT,12,5,7,6165,8403,19
235,5,1,SUPPORT,4,14,2,551,10298,1114
235,6,2,TANK,20,4,4,12688,0,19475
235,7,2,DAMAGE,24,1,6,12598,383,456
235,8,2,DAMAGE,21,1,7,9881,0,2591
235,9,2,SUPPORT,4,19,3,3824,9350,0
235,10,2,SUPPORT,2,22,4,812,9596,0
236,1,1,TANK,14,6,8,7435,408,12057
236,2,1,DAMAGE,12,1,5,6893,465,368
236,3,1,DAMAGE,20,2,1,7062,0,0
236,4,1,SUPPORT,16,12,9,7374,8771,0
236,5,1,SUPPORT,10,14,7,2794,9697,1275
236,6,2,TANK,20,4,6,9094,0,6581
236,7,2,DAMAGE,19,1,8,9899,0,262
236,8,2,DAMAGE,16,6,5,10916,0,0
236,9,2,SUPPORT,11,15,6,6090,6495,0
236,10,2,SUPPORT,2,21,2,140,11465,0
237,1,1,TANK,10,3,7,10056,1820,8092
237,2,1,DAMAGE,8,1,7,10505,0,0
237,3,1,DAMAGE,9,2,3,7732,0,580
237,4,1,SUPPORT,3,8,7,1910,8311,477
237,5,1,SUPPORT,5,7,7,3062,10491,659
237,6,2,TANK,16,5,4,10829,126,6734
237,7,2,DAMAGE,19,1,3,14522,1867,0
237,8,2,DAMAGE,16,0,2,6473,0,1260
237,9,2,SUPPORT,5,18,1,2800,11400,0
237,10,2,SUPPORT,13,18,4,3515,8749,583
238,1,1,TANK,17,4,10,11027,1005,7501
238,2,1,DAMAGE,16,0,10,10963,456,390
238,3,1,DAMAGE,17,1,15,8490,0,31
238,4,1,SUPPORT,13,14,7,4072,7559,703
238,5,1,SUPPORT,10,13,11,2587,12207,1095
238,6,2,TANK,18,2,13,13098,0,11317
238,7,2,DAMAGE,33,0,5,13433,0,2751
238,8,2,DAMAGE,20,12,12,8235,0,0
238,9,2,SUPPORT,19,19,5,5521,8860,908
238,10,2,SUPPORT,14,17,1,6020,11875,2212
239,1,1,TANK,23,4,10,13958,348,18707
239,2,1,DAMAGE,22,6,10,14242,0,1037
239,3,1,DAMAGE,17,3,15,11123,0,2196
239,4,1,SUPPORT,8,18,9,4727,13794,0
239,5,1,SUPPORT,16,13,10,6880,9700,1865
239,6,2,TANK,37,6,7,13877,475,5817
239,7,2,DAMAGE,24,1,8,16417,0,0
239,8,2,DAMAGE,23,1,11,14676,102,1216
239,9,2,SUPPORT,3,27,2,306,19568,1023
239,10,2,SUPPORT,18,18,3,6844,10907,623
240,1,1,TANK,16,5,5,7174,0,3498
240,2,1,DAMAGE,13,2,7,7569,0,1517
240,3,1,DAMAGE,10,1,8,5752,0,87
240,4,1,SUPPORT,12,3,6,7158,3474,548
240,5,1,SUPPORT,6,12,3,2880,6126,0
240,6,2,TANK,19,6,4,8008,92,4364
240,7,2,DAMAGE,15,0,7,9515,0,172
240,8,2,DAMAGE,12,4,7,6632,909,1550
240,9,2,SUPPORT,12,17,4,4484,9063,385
240,10,2,SUPPORT,11,18,6,4144,8460,31
241,1,1,TANK,10,4,6,5452,702,2821
241,2,1,DAMAGE,12,2,6,6119,0,66
241,3,1,DAMAGE,7,3,7,4076,0,377
241,4,1,SUPPORT,8,7,2,1935,3013,466
241,5,1,SUPPORT,5,9,2,1774,3119,108
241,6,2,TANK,10,7,5,5222,1240,1584
241,7,2,DAMAGE,16,4,1,4140,0,1101
241,8,2,DAMAGE,18,0,2,6784,0,293
241,9,2,SUPPORT,0,18,1,0,6715,0
241,10,2,SUPPORT,6,9,3,1146,2768,555
242,1,1,TANK,5,3,5,6725,0,4375
242,2,1,DAMAGE,3,0,3,4761,0,0
242,3,1,DAMAGE,3,0,8,6697,0,90
242,4,1,SUPPORT,5,1,6,4047,4066,68
242,5,1,SUPPORT,2,3,3,4514,5107,591
242,6,2,TANK,17,12,1,6420,833,1378
242,7,2,DAMAGE,14,4,1,5758,998,4738
242,8,2,DAMAGE,19,0,2,9225,0,174
242,9,2,SUPPORT,7,18,4,2267,6343,0
242,10,2,SUPPORT,11,16,2,3739,10583,0
243,1,1,TANK,5,2,2,3838,0,5830
243,2,1,DAMAGE,7,2,7,4302,586,1327
243,3,1,DAMAGE,5,0,9,4553,479,104
243,4,1,SUPPORT,7,5,7,2772,3958,75
243,5,1,SUPPORT,4,6,5,2031,6890,0
243,6,2,TANK,21,5,3,9290,0,3579
243,7,2,DAMAGE,18,7,1,7753,0,0
243,8,2,DAMAGE,17,3,2,7966,0,610
243,9,2,SUPPORT,0,18,3,823,4680,297
243,10,2,SUPPORT,7,18,2,2776,5580,1140
244,1,1,TANK,16,1,8,16763,401,12232
244,2,1,DAMAGE,10,0,3,14614,0,0
244,3,1,DAMAGE,20,0,10,16086,0,428
244,4,1,SUPPORT,4,12,11,2943,13065,291
244,5,1,SUPPORT,9,14,6,4983,12535,791
244,6,2,TANK,20,9,4,14989,876,25090
244,7,2,DAMAGE,28,1,9,13894,1744,0
244,8,2,DAMAGE,17,3,9,12174,0,89
244,9,2,SUPPORT,6,21,5,1034,15962,605
244,10,2,SUPPORT,18,16,4,7307,18126,0
245,1,1,TANK,14,4,3,7595,0,9900
245,2,1,DAMAGE,9,0,7,8858,0,0
245,3,1,DAMAGE,11,2,8,9189,0,243
245,4,1,SUPPORT,5,7,8,3032,6966,64
245,5,1,SUPPORT,9,10,7,3602,6456,0
245,6,2,TANK,21,0,4,11399,4174,2425
245,7,2,DAMAGE,9,0,5,5785,0,0
245,8,2,DAMAGE,8,0,7,9617,0,66
245,9,2,SUPPORT,6,8,5,2820,5861,105
245,10,2,SUPPORT,1,8,3,2206,8826,0
246,1,1,TANK,5,1,6,8242,0,9017
246,2,1,DAMAGE,7,0,5,4867,0,142
246,3,1,DAMAGE,2,0,7,3163,0,234
246,4,1,SUPPORT,2,3,8,1952,3238,38
246,5,1,SUPPORT,3,4,1,1284,4583,296
246,6,2,TANK,19,1,1,9005,0,6194
246,7,2,DAMAGE,8,2,2,4389,0,0
246,8,2,DAMAGE,13,0,3,5172,0,0
246,9,2,SUPPORT,12,18,2,3737,6460,1037
246,10,2,SUPPORT,7,9,2,2013,4748,75
247,1,1,TANK,8,2,8,11462,0,9181
247,2,1,DAMAGE,12,1,4,7017,0,0
247,3,1,DAMAGE,7,0,16,6857,299,336
247,4,1,SUPPORT,5,5,9,2948,6654,352
247,5,1,SUPPORT,5,2,10,2057,6314,0
247,6,2,TANK,24,4,1,13081,1063,4221
247,7,2,DAMAGE,26,6,5,7794,0,0
247,8,2,DAMAGE,27,3,6,9081,0,0
247,9,2,SUPPORT,5,23,2,1451,10169,0
247,10,2,SUPPORT,10,12,3,3192,6955,385
248,1,1,TANK,40,8,1,16412,0,5371
248,2,1,DAMAGE,32,8,17,12843,0,366
248,3,1,DAMAGE,31,6,14,16904,2089,319
248,4,1,SUPPORT,6,32,8,3063,14120,515
248,5,1,SUPPORT,22,28,9,7011,14021,5281
248,6,2,TANK,30,8,9,17452,600,18901
248,7,2,DAMAGE,18,0,19,11854,0,2143
248,8,2,DAMAGE,30,0,14,15973,0,294
248,9,2,SUPPORT,12,19,13,6353,8193,670
248,10,2,SUPPORT,16,25,10,7128,14322,3610
249,1,1,TANK,18,11,11,12506,60,14067
249,2,1,DAMAGE,14,0,6,10606,0,830
249,3,1,DAMAGE,25,0,8,17895,1665,2323
249,4,1,SUPPORT,14,18,9,5007,16492,0
249,5,1,SUPPORT,1,17,7,1230,13432,1449
249,6,2,TANK,31,6,4,18723,1017,12178
249,7,2,DAMAGE,18,1,9,12179,1108,1076
249,8,2,DAMAGE,30,3,9,15298,1112,0
249,9,2,SUPPORT,10,25,7,2935,13117,386
249,10,2,SUPPORT,18,19,7,6085,13293,479
250,1,1,TANK,12,3,5,9888,0,10271
250,2,1,DAMAGE,10,2,16,9532,0,3125
250,3,1,DAMAGE,7,1,10,7219,0,26
250,4,1,SUPPORT,2,10,6,2923,11512,0
250,5,1,SUPPORT,1,9,7,3332,12154,0
250,6,2,TANK,27,2,5,14310,135,5463
250,7,2,DAMAGE,29,1,1,11747,182,1055
250,8,2,DAMAGE,21,0,2,11151,0,813
250,9,2,SUPPORT,12,24,3,3316,11447,160
250,10,2,SUPPORT,10,17,5,3073,8378,0
251,1,1,TANK,20,2,15,12029,584,9292
251,2,1,DAMAGE,28,0,11,13893,0,0
251,3,1,DAMAGE,24,1,13,14709,0,637
251,4,1,SUPPORT,16,12,4,3402,9158,2502
251,5,1,SUPPORT,4,17,11,4564,13650,335
251,6,2,TANK,42,9,7,15453,1146,12405
251,7,2,DAMAGE,29,3,11,14387,1369,1093
251,8,2,DAMAGE,29,7,9,11025,0,250
251,9,2,SUPPORT,18,33,8,4716,11253,1063
251,10,2,SUPPORT,35,37,5,10557,13381,0
252,1,1,TANK,22,5,13,13243,745,6477
252,2,1,DAMAGE,25,4,10,17162,759,0
252,3,1,DAMAGE,33,3,5,15689,1077,193
252,4,1,SUPPORT,23,15,10,9406,8172,734
252,5,1,SUPPORT,18,21,7,6458,10747,141
252,6,2,TANK,23,4,7,12936,7843,2138
252,7,2,DAMAGE,18,3,8,11722,0,149
252,8,2,DAMAGE,31,1,12,13776,2877,1537
252,9,2,SUPPORT,11,12,12,3639,10443,521
252,10,2,SUPPORT,15,22,9,2641,16776,1428
253,1,1,TANK,20,3,4,9166,0,12840
253,2,1,DAMAGE,26,2,6,13463,0,0
253,3,1,DAMAGE,19,7,6,7827,46,3150
253,4,1,SUPPORT,8,17,5,3381,9774,0
253,5,1,SUPPORT,14,12,6,3069,10544,516
253,6,2,TANK,15,4,7,10332,2368,6404
253,7,2,DAMAGE,19,2,5,10925,0,0
253,8,2,DAMAGE,12,0,8,6676,752,770
253,9,2,SUPPORT,14,6,5,5422,10937,0
253,10,2,SUPPORT,4,8,7,2735,8490,1067
254,1,1,TANK,4,1,7,5608,912,2556
254,2,1,DAMAGE,6,1,6,3810,265,60
254,3,1,DAMAGE,4,1,6,4421,0,31
254,4,1,SUPPORT,2,2,1,1323,3383,1033
254,5,1,SUPPORT,1,3,5,894,4942,440
254,6,2,TANK,11,6,2,4138,1093,1557
254,7,2,DAMAGE,14,0,1,5449,0,1162
254,8,2,DAMAGE,19,0,2,6137,0,0
254,9,2,SUPPORT,5,11,3,1631,2784,137
254,10,2,SUPPORT,20,14,0,4451,4353,0
255,1,1,TANK,22,8,7,11306,0,6184
255,2,1,DAMAGE,24,9,7,8296,311,0
255,3,1,DAMAGE,12,2,11,7402,464,1177
255,4,1,SUPPORT,12,17,9,3532,7757,350
255,5,1,SUPPORT,11,11,10,2889,9010,173
255,6,2,TANK,24,6,8,10042,0,12405
255,7,2,DAMAGE,19,1,6,7725,138,96
255,8,2,DAMAGE,19,7,8,6081,228,0
255,9,2,SUPPORT,22,11,7,7658,7223,0
255,10,2,SUPPORT,17,23,6,5202,6899,0
256,1,1,TANK,6,2,9,5675,1236,7385
256,2,1,DAMAGE,6,1,7,8861,340,532
256,3,1,DAMAGE,7,1,12,6551,104,1322
256,4,1,SUPPORT,4,3,4,1883,5785,831
256,5,1,SUPPORT,3,5,5,3106,9422,0
256,6,2,TANK,29,6,1,13073,0,13850
256,7,2,DAMAGE,24,2,2,11157,0,676
256,8,2,DAMAGE,19,5,5,7898,0,578
256,9,2,SUPPORT,16,19,2,5575,7232,1027
256,10,2,SUPPORT,1,20,3,510,8226,580
257,1,1,TANK,5,1,3,3297,0,6518
257,2,1,DAMAGE,4,0,3,2033,8,0
257,3,1,DAMAGE,6,0,5,5918,0,0
257,4,1,SUPPORT,4,0,4,1942,1580,0
257,5,1,SUPPORT,1,5,2,1576,5156,73
257,6,2,TANK,6,1,0,3702,0,9664
257,7,2,DAMAGE,11,1,3,5981,0,55
257,8,2,DAMAGE,6,0,4,4266,472,0
257,9,2,SUPPORT,3,5,3,1905,3109,0
257,10,2,SUPPORT,2,10,0,517,5389,0
258,1,1,TANK,18,9,6,10478,0,13780
258,2,1,DAMAGE,15,7,11,6560,105,1255
258,3,1,DAMAGE,13,5,13,9330,0,24
258,4,1,SUPPORT,10,11,8,3383,10388,939
258,5,1,SUPPORT,15,13,9,7816,12228,0
258,6,2,TANK,24,6,8,11594,154,8855
258,7,2,DAMAGE,20,3,5,13257,0,0
258,8,2,DAMAGE,26,0,7,11558,0,8
258,9,2,SUPPORT,7,13,5,3339,9988,347
258,10,2,SUPPORT,24,13,3,6851,9047,0
259,1,1,TANK,4,0,6,6569,1546,1038
259,2,1,DAMAGE,8,0,6,5060,0,122
259,3,1,DAMAGE,7,2,5,4662,168,0
259,4,1,SUPPORT,2,4,2,720,2204,0
259,5,1,SUPPORT,7,7,5,3881,3047,232
259,6,2,TANK,19,6,5,6011,580,3096
259,7,2,DAMAGE,14,0,3,5097,0,1173
259,8,2,DAMAGE,17,0,3,6159,0,126
259,9,2,SUPPORT,4,13,1,814,5711,197
259,10,2,SUPPORT,6,14,3,1232,5542,478
260,1,1,TANK,2,0,7,2053,0,3562
260,2,1,DAMAGE,3,0,2,2338,0,501
260,3,1,DAMAGE,2,1,6,3518,0,69
260,4,1,SUPPORT,1,2,3,1164,3338,1177
260,5,1,SUPPORT,1,1,5,1019,3461,75
260,6,2,TANK,17,5,0,6005,0,2916
260,7,2,DAMAGE,10,3,2,4384,0,0
260,8,2,DAMAGE,15,3,0,4330,0,0
260,9,2,SUPPORT,13,6,1,4327,2749,0
260,10,2,SUPPORT,0,21,0,0,5069,0
261,1,1,TANK,6,1,3,5124,0,1538
261,2,1,DAMAGE,5,0,6,3770,583,96
261,3,1,DAMAGE,5,0,4,3212,304,0
261,4,1,SUPPORT,4,6,3,996,5319,0
261,5,1,SUPPORT,4,1,7,2732,2627,0
261,6,2,TANK,13,0,2,5233,1038,1816
261,7,2,DAMAGE,14,3,2,6934,0,352
261,8,2,DAMAGE,13,1,2,5132,0,0
261,9,2,SUPPORT,9,15,2,2613,3394,0
261,10,2,SUPPORT,3,12,3,221,4352,0
262,1,1,TANK,13,4,8,7885,4202,1975
262,2,1,DAMAGE,14,1,8,5180,449,0
262,3,1,DAMAGE,14,2,7,8065,0,1274
262,4,1,SUPPORT,10,5,0,2009,3660,985
262,5,1,SUPPORT,12,13,8,5471,5164,0
262,6,2,TANK,17,5,6,10183,646,4355
262,7,2,DAMAGE,20,0,5,10523,0,152
262,8,2,DAMAGE,13,4,6,4667,0,213
262,9,2,SUPPORT,9,12,5,3067,6241,62
262,10,2,SUPPORT,10,15,5,2478,7787,0
263,1,1,TANK,12,2,4,3982,952,2188
263,2,1,DAMAGE,8,0,1,7548,166,0
263,3,1,DAMAGE,10,0,7,8601,0,144
263,4,1,SUPPORT,3,10,4,2618,5717,639
263,5,1,SUPPORT,0,9,7,502,6584,0
263,6,2,TANK,19,2,3,7650,0,2582
263,7,2,DAMAGE,11,0,4,5019,0,77
263,8,2,DAMAGE,6,4,5,5393,0,0
263,9,2,SUPPORT,8,13,2,1839,6827,0
263,10,2,SUPPORT,16,7,2,6238,3513,0
264,1,1,TANK,27,3,9,16731,0,9996
264,2,1,DAMAGE,16,0,11,11537,0,2061
264,3,1,DAMAGE,21,6,16,11263,1369,1972
264,4,1,SUPPORT,22,21,12,10768,13881,0
264,5,1,SUPPORT,6,21,18,2294,11696,320
264,6,2,TANK,26,1,16,11866,0,22150
264,7,2,DAMAGE,40,0,10,20333,0,2940
264,8,2,DAMAGE,34,2,7,15609,0,0
264,9,2,SUPPORT,28,15,4,8160,13423,423
264,10,2,SUPPORT,10,27,4,3339,16365,1516
265,1,1,TANK,21,4,10,10343,441,4948
265,2,1,DAMAGE,24,0,6,13570,0,314
265,3,1,DAMAGE,18,2,8,12919,0,0
265,4,1,SUPPORT,7,11,1,2150,4215,1595
265,5,1,SUPPORT,0,29,3,40,12115,0
265,6,2,TANK,13,4,8,7581,2860,5398
265,7,2,DAMAGE,12,1,11,10810,0,73
265,8,2,DAMAGE,15,8,7,7038,1551,0
265,9,2,SUPPORT,9,10,5,5741,6898,0
265,10,2,SUPPORT,10,15,4,3387,9674,838
266,1,1,TANK,18,7,11,10403,409,9589
266,2,1,DAMAGE,9,3,7,11126,226,400
266,3,1,DAMAGE,20,0,9,14737,2898,0
266,4,1,SUPPORT,19,16,10,11192,10552,0
266,5,1,SUPPORT,11,13,9,4840,13456,2584
266,6,2,TANK,29,14,3,13033,0,11897
266,7,2,DAMAGE,32,1,7,12634,1023,1355
266,8,2,DAMAGE,30,6,5,14405,604,7
266,9,2,SUPPORT,15,26,6,5758,13237,148
266,10,2,SUPPORT,21,20,8,6558,11475,2340
267,1,1,TANK,13,5,11,9738,0,6489
267,2,1,DAMAGE,15,3,17,10492,0,0
267,3,1,DAMAGE,11,0,12,7896,0,778
267,4,1,SUPPORT,12,8,12,7120,7143,0
267,5,1,SUPPORT,0,14,11,140,10813,0
