Q,I,T,Ro,E,A,D,Dm,H,M,Re
R,59,2,S,4,13,11,1712,10017,401,V
R,59,2,D,25,8,9,10727,286,982,V
R,59,2,T,20,3,7,14119,0,6721,V
R,59,2,S,10,21,4,2034,14057,277,V
R,59,2,D,28,9,8,9879,0,0,V
R,60,1,T,15,6,7,11094,480,6712,De
R,60,1,D,8,4,3,6458,0,3003,De
R,60,1,D,13,4,8,9257,75,0,De
R,60,1,S,14,7,7,4807,6770,502,De
R,60,1,S,6,9,7,3871,9352,2837,De
R,60,2,S,3,23,1,829,12903,444,V
R,60,2,D,20,0,7,8506,962,515,V
R,60,2,D,19,7,6,7450,530,0,V
R,60,2,S,6,16,3,3894,6718,529,V
R,60,2,T,18,8,5,8168,0,6165,V
R,61,1,T,14,1,10,10452,0,15832,De
R,61,1,D,12,3,7,8170,43,4032,De
R,61,1,D,12,5,8,6373,0,0,De
R,61,1,S,6,4,12,3700,7590,619,De
R,61,1,S,10,5,11,5481,10757,0,De
R,61,2,S,18,23,6,2522,11160,784,V
R,61,2,D,25,4,8,9127,671,0,V
R,61,2,T,31,5,4,12098,0,6520,V
R,61,2,D,29,8,6,9285,588,2837,V
R,61,2,S,14,16,3,2827,11005,0,V
R,62,1,T,13,1,8,7154,0,8747,De
R,62,1,D,9,3,5,5241,0,2618,De
R,62,1,D,8,0,9,4655,170,520,De
R,62,1,S,2,8,5,922,7296,752,De
R,62,1,S,4,7,6,1941,5836,175,De
R,62,2,T,19,8,1,6362,0,2908,V
R,62,2,D,19,4,4,5653,0,0,V
R,62,2,S,0,17,3,0,8225,0,V
R,62,2,D,22,4,5,7761,0,289,V
R,62,2,S,15,11,4,6041,5317,2605,V
R,63,1,T,3,2,3,4019,0,8887,De
R,63,1,D,1,0,3,2710,0,416,De
R,63,1,D,3,0,5,4534,1515,0,De
R,63,1,S,1,3,5,1045,3210,0,De
R,63,1,S,1,2,4,1100,4507,277,De
R,63,2,D,14,1,0,4485,266,0,V
R,63,2,S,7,2,2,1542,4245,152,V
R,63,2,D,7,0,0,3157,97,0,V
R,63,2,T,11,2,1,2821,2394,1180,V
R,63,2,S,11,6,1,3234,4037,0,V
R,64,1,T,13,5,6,9114,2300,3200,De
R,64,1,D,19,7,4,8581,32,2433,De
R,64,1,D,16,0,12,7797,0,249,De
R,64,1,S,8,13,8,2801,6970,6,De
R,64,1,S,12,8,6,4475,7487,940,De
R,64,2,D,15,9,7,6218,264,0,V
R,64,2,S,14,18,3,4162,10202,1629,V
R,64,2,T,20,1,7,10996,0,16819,V
R,64,2,D,14,1,7,6671,580,1890,V
R,64,2,S,8,15,5,1680,10465,923,V
R,65,1,T,9,1,7,6852,0,8410,De
R,65,1,D,3,1,5,4932,5,3204,De
R,65,1,D,10,1,8,6579,1047,0,De
R,65,1,S,2,10,6,1216,7646,0,De
R,65,1,S,2,6,4,1900,6071,430,De
R,65,2,D,8,2,5,5545,116,910,V
R,65,2,T,22,4,1,10427,2254,1367,V
R,65,2,S,10,11,1,2335,6097,790,V
R,65,2,D,18,1,2,8567,510,0,V
R,65,2,S,0,21,2,0,8240,0,V
R,66,1,T,8,1,7,7866,942,5071,De
R,66,1,D,9,3,4,5777,30,875,De
R,66,1,D,6,0,6,5662,945,0,De
R,66,1,S,2,4,6,2098,4938,752,De
R,66,1,S,4,2,6,1713,5852,262,De
R,66,2,S,6,15,1,1156,10597,368,V
R,66,2,S,10,14,3,2708,5666,0,V
R,66,2,D,15,3,4,4194,601,3623,V
R,66,2,T,19,8,3,6611,0,10088,V
R,66,2,D,18,3,3,8592,0,0,V
R,67,1,T,20,4,9,12954,0,8280,De
R,67,1,D,17,4,12,8076,32,5761,De
R,67,1,D,14,2,12,9388,245,0,De
R,67,1,S,0,16,10,374,10028,0,De
R,67,1,S,11,10,9,4963,8595,673,De
R,67,2,D,38,0,8,11426,0,619,V
R,67,2,D,19,9,4,6709,1300,3715,V
R,67,2,S,20,27,5,2778,12234,667,V
R,67,2,S,15,24,5,3025,11611,0,V
R,67,2,T,26,4,8,10529,0,16245,V
R,68,1,T,10,1,11,14876,4207,12288,De
R,68,1,D,13,2,9,9775,7,2227,De
R,68,1,D,8,3,14,12126,499,82,De
R,68,1,S,11,3,7,5576,11386,924,De
R,68,1,S,10,6,8,7523,11482,841,De
R,68,2,D,27,0,4,11049,0,1104,V
R,68,2,S,17,19,4,4402,16148,940,V
R,68,2,S,10,26,2,1694,16231,1540,V
R,68,2,T,28,3,4,15942,6027,8971,V
R,68,2,D,31,7,6,13622,948,2389,V
R,69,1,T,23,1,17,8774,0,14801,De
R,69,1,D,27,14,6,14089,0,9682,De
R,69,1,D,33,5,11,14576,0,0,De
R,69,1,S,16,21,8,9951,9926,0,De
R,69,1,S,22,16,9,9388,10530,795,De
R,69,2,T,31,8,10,12330,15168,2557,V
R,69,2,D,26,1,14,10627,1193,60,V
R,69,2,D,20,12,10,7623,0,0,V
R,69,2,S,16,28,11,4909,10841,269,V
R,69,2,S,16,22,10,3482,11343,1320,V
R,70,1,T,13,2,6,7160,5302,888,De
R,70,1,D,4,0,5,4323,47,3170,De
R,70,1,D,11,0,10,5781,0,85,De
R,70,1,S,2,2,9,2212,5446,675,De
R,70,1,S,9,9,8,4199,4182,0,De
R,70,2,T,24,1,4,11134,0,8886,V
R,70,2,D,14,2,6,7287,0,0,V
R,70,2,D,5,1,6,5422,0,970,V
R,70,2,S,7,12,4,1939,7524,869,V
R,70,2,S,13,16,4,3543,7189,0,V
R,71,1,T,10,3,4,7222,0,6420,De
R,71,1,D,9,3,3,4438,56,773,De
R,71,1,D,11,2,7,6144,279,212,De
R,71,1,S,9,6,5,1863,3452,602,De
R,71,1,S,1,6,3,60,6660,0,De
R,71,2,T,12,1,2,8231,225,7086,V
R,71,2,D,5,2,6,2559,0,94,V
R,71,2,D,12,3,6,4079,272,0,V
R,71,2,S,8,8,2,2341,5512,0,V
R,71,2,S,5,12,3,1325,5272,2329,V
R,72,1,T,31,9,14,17922,1836,9581,De
R,72,1,D,23,6,9,13636,7,4789,De
R,72,1,D,26,0,14,13746,2513,0,De
R,72,1,S,10,14,11,6883,9797,846,De
R,72,1,S,6,24,9,2745,17972,0,De
R,72,2,T,39,5,7,16021,0,18622,V
R,72,2,D,28,2,10,17564,0,0,V
R,72,2,D,24,4,10,14717,0,0,V
R,72,2,S,18,28,9,5863,15382,1261,V
R,72,2,S,1,38,9,80,22445,0,V
R,73,1,T,14,2,8,10158,0,21706,De
R,73,1,D,14,6,10,8968,0,0,De
R,73,1,D,16,3,9,8097,1379,0,De
R,73,1,S,5,15,10,3668,7911,369,De
R,73,1,S,12,14,7,4724,13113,0,De
R,73,2,T,23,5,3,12607,3818,6458,V
R,73,2,D,27,2,4,10719,0,1100,V
R,73,2,D,15,4,8,7021,716,1496,V
R,73,2,S,15,14,5,4233,12395,145,V
R,73,2,S,11,21,5,2463,10447,127,V
R,74,1,T,15,0,8,9830,0,23263,De
R,74,1,D,9,1,16,8536,157,164,De
R,74,1,D,14,0,12,9024,995,0,De
R,74,1,S,12,6,13,6418,7434,304,De
R,74,1,S,7,5,10,2490,8386,764,De
R,74,2,T,18,7,4,6021,2513,7530,V
R,74,2,D,31,3,7,9965,368,591,V
R,74,2,D,29,8,8,9222,0,766,V
R,74,2,S,25,9,3,5615,12122,245,V
R,74,2,S,22,1,7,4855,9870,75,V
R,75,1,T,19,5,7,7284,0,4911,De
R,75,1,D,16,2,5,6361,86,1977,De
R,75,1,D,13,0,6,8194,0,78,De
R,75,1,S,6,12,6,3406,6389,0,De
R,75,1,S,5,10,5,3127,4954,244,De
R,75,2,T,16,5,3,8092,0,13960,V
R,75,2,D,11,3,5,4746,0,0,V
R,75,2,D,20,0,7,7146,0,790,V
R,75,2,S,3,12,6,875,7886,309,V
R,75,2,S,0,20,4,40,12448,0,V
R,76,1,T,18,3,17,12626,323,12725,De
R,76,1,D,17,4,6,9059,14,2931,De
R,76,1,D,18,2,17,11288,931,0,De
R,76,1,S,13,17,14,5079,11884,0,De
R,76,1,S,13,12,15,3419,13404,353,De
R,76,2,T,42,19,3,14703,0,7914,V
R,76,2,D,36,2,15,11254,38,2109,V
R,76,2,D,38,6,6,13906,0,94,V
R,76,2,S,27,23,7,8108,13753,1520,V
R,76,2,S,16,39,7,3271,14688,0,V
R,77,1,T,16,5,11,9255,79,10221,De
R,77,1,D,17,4,4,9433,4,3662,De
R,77,1,D,21,1,14,11259,0,2621,De
R,77,1,S,10,17,9,4515,10178,496,De
R,77,1,S,1,18,7,113,17714,1061,De
R,77,2,T,28,9,4,14580,0,8670,V
R,77,2,D,22,3,6,8956,839,0,V
R,77,2,D,12,6,9,6282,0,402,V
R,77,2,S,19,12,6,8994,8385,0,V
R,77,2,S,24,24,5,8424,13051,926,V
R,78,1,T,6,1,4,7742,0,10594,De
R,78,1,D,3,0,7,4517,0,470,De
R,78,1,D,3,0,6,3986,0,0,De
R,78,1,S,3,2,7,2233,3570,0,De
R,78,1,S,4,6,4,751,7897,185,De
R,78,2,T,18,3,1,7212,0,5433,V
R,78,2,D,17,3,5,3559,410,0,V
R,78,2,D,16,0,1,5585,478,150,V
R,78,2,S,12,16,2,3503,6063,0,V
R,78,2,S,2,13,2,585,7085,0,V
R,79,1,T,16,4,7,7182,0,14093,De
R,79,1,D,24,1,5,8965,0,72,De
R,79,1,D,11,0,12,5403,0,755,De
R,79,1,S,7,12,5,2406,7570,75,De
R,79,1,S,11,10,2,4623,6583,0,De
R,79,2,T,16,3,7,9118,428,4919,V
R,79,2,D,15,0,6,5408,191,892,V
R,79,2,D,15,4,8,6356,0,0,V
R,79,2,S,9,13,4,2317,9277,6168,V
R,79,2,S,13,11,5,1751,6605,519,V
R,80,1,T,13,3,9,9773,0,17147,De
R,80,1,D,25,0,8,8010,145,904,De
R,80,1,D,29,8,5,11535,899,78,De
R,80,1,S,4,14,3,1676,15814,431,De
R,80,1,S,11,3,7,4446,1694,0,De
R,80,2,T,24,2,6,13466,0,6589,V
R,80,2,D,17,1,9,7636,975,0,V
R,80,2,D,10,1,11,5778,279,219,V
R,80,2,S,0,26,6,0,12981,0,V
R,80,2,S,14,12,8,4530,9392,0,V
R,81,1,T,7,3,7,8524,1495,5152,De
R,81,1,D,10,3,7,7891,0,0,De
R,81,1,D,8,0,8,5671,617,1102,De
R,81,1,S,4,6,4,1994,7152,1974,De
R,81,1,S,4,10,5,1282,6783,0,De
R,81,2,T,19,8,2,10965,2382,3715,V
R,81,2,D,20,1,4,9813,0,14,V
R,81,2,D,17,4,4,7360,59,0,V
R,81,2,S,8,16,3,2157,8281,850,V
R,81,2,S,0,25,4,0,6257,0,V
R,82,1,T,18,5,14,17235,708,13268,De
R,82,1,D,23,7,15,11632,1463,726,De
R,82,1,D,28,2,13,15651,1023,129,De
R,82,1,S,11,23,5,4222,11960,4298,De
R,82,1,S,11,15,13,2996,12380,1796,De
R,82,2,T,42,21,6,20623,2553,6654,V
R,82,2,D,34,1,10,15022,0,0,V
R,82,2,D,28,12,14,8100,1626,903,V
R,82,2,S,13,31,8,2813,15319,1231,V
R,82,2,S,27,33,6,4511,12847,1615,V
R,83,1,T,15,3,11,10458,1500,6807,De
R,83,1,D,20,1,12,10867,528,934,De
R,83,1,D,22,2,12,10057,217,0,De
R,83,1,S,11,16,3,3919,9527,4120,De
R,83,1,S,3,17,6,2152,12322,182,De
R,83,2,T,29,7,7,13062,5108,1615,V
R,83,2,D,29,0,8,9443,13,13,V
R,83,2,D,24,5,11,12924,1667,0,V
R,83,2,S,13,20,6,2335,9931,607,V
R,83,2,S,14,19,3,3554,8673,0,V
R,84,1,T,19,2,7,8719,67,9445,De
R,84,1,D,6,4,10,3385,968,2941,De
R,84,1,D,12,0,10,6674,562,765,De
R,84,1,S,11,19,5,2830,13244,4083,De
R,84,1,S,11,11,7,4225,9539,527,De
R,84,2,T,25,8,5,13085,0,6966,V
R,84,2,D,28,4,2,12807,411,262,V
R,84,2,D,21,12,8,8315,81,1120,V
R,84,2,S,13,19,5,3520,9140,1438,V
R,84,2,S,14,23,4,2181,8141,499,V
R,85,1,T,8,2,9,7039,0,9687,De
R,85,1,D,12,0,8,8414,265,603,De
R,85,1,D,6,2,11,6306,65,0,De
R,85,1,S,5,9,5,2342,7045,2509,De
R,85,1,S,3,10,7,620,8523,0,De
R,85,2,T,27,4,3,9733,1109,4619,V
R,85,2,D,23,0,6,6456,203,3163,V
R,85,2,D,33,0,3,11810,0,0,V
R,85,2,S,9,14,4,2165,5495,0,V
R,85,2,S,2,31,2,465,10218,0,V
R,86,1,T,15,3,7,7120,334,3292,De
R,86,1,D,19,4,9,8072,0,0,De
R,86,1,D,15,0,5,6963,0,0,De
R,86,1,S,3,11,4,1748,9114,4191,De
R,86,1,S,7,9,6,4215,3899,208,De
R,86,2,T,15,2,4,5193,5213,591,V
R,86,2,D,21,1,9,7995,814,0,V
R,86,2,D,12,2,6,6028,0,0,V
R,86,2,S,19,10,4,5104,4914,0,V
R,86,2,S,4,14,5,1276,8317,2029,V
R,87,1,T,20,3,9,11523,0,28716,De
R,87,1,D,22,2,12,9253,215,22,De
R,87,1,D,11,2,15,8010,203,2583,De
R,87,1,S,8,16,8,2637,12821,4192,De
R,87,1,S,8,10,8,2081,15093,939,De
R,87,2,T,26,2,8,13543,643,9950,V
R,87,2,D,19,3,9,8086,0,0,V
R,87,2,D,28,8,9,11938,0,0,V
R,87,2,S,11,20,6,2544,10160,138,V
R,87,2,S,28,32,2,9586,9446,0,V
R,88,1,T,3,2,7,4533,112,9011,De
R,88,1,D,7,0,6,3701,0,0,De
R,88,1,D,7,0,8,4683,0,1823,De
R,88,1,S,0,4,3,700,3695,1751,De
R,88,1,S,5,3,8,1344,3647,519,De
R,88,2,T,20,2,0,6350,0,8441,V
R,88,2,D,25,0,0,6918,1353,0,V
R,88,2,D,7,0,5,2890,0,250,V
R,88,2,S,4,16,3,821,4870,238,V
R,88,2,S,12,19,4,2558,3998,0,V
R,89,1,T,5,1,8,5527,0,12649,De
R,89,1,D,2,1,9,4159,0,155,De
R,89,1,D,6,1,7,4370,1147,0,De
R,89,1,S,4,7,4,2193,6153,2860,De
R,89,1,S,4,4,5,1934,7654,603,De
R,89,2,T,26,2,1,10023,0,17032,V
R,89,2,D,13,1,3,6103,49,458,V
R,89,2,D,18,2,3,5184,0,0,V
R,89,2,S,15,19,1,3175,4780,0,V
R,89,2,S,11,23,1,2659,8154,217,V
R,90,1,T,16,4,16,10772,52,9468,De
R,90,1,D,16,3,13,12813,0,836,De
R,90,1,D,19,1,13,12877,595,1658,De
R,90,1,S,9,14,10,3193,11261,4458,De
R,90,1,S,4,13,8,1695,10999,162,De
R,90,2,T,38,15,5,16412,0,10360,V
R,90,2,D,33,3,8,9236,426,114,V
R,90,2,D,26,4,7,8481,335,0,V
R,90,2,S,12,30,6,1344,16806,1387,V
R,90,2,S,37,33,6,8752,11601,0,V
R,91,1,T,17,1,6,7638,1800,11624,De
R,91,1,D,14,0,13,5893,0,0,De
R,91,1,D,16,3,10,5354,667,118,De
R,91,1,S,10,21,3,3647,9471,4421,De
R,91,1,S,12,15,5,4561,10615,164,De
R,91,2,T,14,5,6,9476,0,5053,V
R,91,2,D,19,1,8,9513,14,273,V
R,91,2,D,21,4,8,6393,0,74,V
R,91,2,S,9,14,5,2748,7205,121,V
R,91,2,S,16,11,4,6348,9005,267,V
R,92,1,T,2,0,10,3755,0,2171,De
R,92,1,D,5,0,4,5290,0,433,De
R,92,1,D,8,2,5,4919,0,97,De
R,92,1,S,4,1,4,1529,2373,0,De
R,92,1,S,3,3,0,1429,3581,685,De
R,92,2,T,15,5,3,5099,47,2943,V
R,92,2,D,14,0,3,3873,0,0,V
R,92,2,D,10,1,3,3920,0,0,V
R,92,2,S,17,9,2,3859,4224,0,V
R,92,2,S,0,19,2,0,6911,0,V
R,93,1,T,14,3,10,13920,2181,8682,De
R,93,1,D,15,3,14,7464,0,0,De
R,93,1,D,9,2,12,11333,0,293,De
R,93,1,S,9,8,5,1658,9291,2157,De
R,93,1,S,1,13,9,203,12770,0,De
R,93,2,T,24,6,4,8458,100,11264,V
R,93,2,D,27,6,8,13259,486,0,V
R,93,2,D,32,0,7,10962,0,2683,V
R,93,2,S,16,21,5,4000,10023,713,V
R,93,2,S,16,34,5,6704,12275,5554,V
R,94,1,T,1,0,9,2546,0,5239,De
R,94,1,D,2,0,8,4245,1167,0,De
R,94,1,D,6,0,8,5191,0,0,De
R,94,1,S,3,1,6,2811,4388,0,De
R,94,1,S,0,1,3,438,4778,1736,De
R,94,2,T,25,11,1,5905,672,1307,V
R,94,2,D,19,1,2,6472,0,0,V
R,94,2,D,14,0,1,6883,0,374,V
R,94,2,S,16,12,3,3323,6376,0,V
R,94,2,S,4,9,1,1253,4735,115,V
R,95,1,T,15,1,14,10630,323,12062,De
R,95,1,D,20,0,12,8799,225,1133,De
R,95,1,D,13,2,14,9624,78,0,De
R,95,1,S,4,8,7,1732,8006,2593,De
R,95,1,S,6,8,11,2752,6561,153,De
R,95,2,T,37,10,3,11780,1304,9441,V
R,95,2,D,25,5,7,8521,338,588,V
R,95,2,D,35,5,4,8684,384,430,V
R,95,2,S,18,30,8,2680,9704,707,V
R,95,2,S,27,35,3,4811,12484,0,V
R,96,1,T,17,5,16,11411,0,18074,De
R,96,1,D,16,9,13,13184,0,2441,De
R,96,1,D,19,5,16,9885,0,75,De
R,96,1,S,12,11,3,3582,13096,600,De
R,96,1,S,17,10,9,6901,14417,249,De
R,96,2,T,40,5,7,14588,0,17476,V
R,96,2,D,37,12,5,12516,1044,8359,V
R,96,2,D,24,1,12,10582,0,314,V
R,96,2,S,18,30,9,6781,15929,223,V
R,96,2,S,19,34,5,2530,14801,1535,V
R,97,1,T,11,4,8,6675,1387,1755,De
R,97,1,D,21,2,7,12705,0,0,De
R,97,1,D,14,4,9,8908,0,1355,De
R,97,1,S,16,10,6,6660,7520,0,De
R,97,1,S,7,15,7,2838,7228,213,De
R,97,2,T,16,4,6,6597,2390,2618,V
R,97,2,D,22,2,8,9081,604,913,V
R,97,2,D,18,0,5,8528,0,215,V
R,97,2,S,18,12,5,4102,7569,1477,V
R,97,2,S,14,23,6,4928,8264,0,V
R,98,1,T,12,7,7,8598,1710,2533,De
R,98,1,D,15,1,10,7036,1711,0,De
R,98,1,D,18,0,8,10516,0,762,De
R,98,1,S,14,9,10,5093,7131,684,De
R,98,1,S,3,16,8,1998,8817,952,De
R,98,2,T,31,8,5,10231,0,11110,V
R,98,2,D,19,1,8,8093,545,0,V
R,98,2,D,26,0,6,11522,0,1726,V
R,98,2,S,17,32,5,7379,8445,0,V
R,98,2,S,10,18,4,2134,8776,454,V
R,99,1,T,15,4,9,9703,2166,2482,De
R,99,1,D,20,0,10,12308,2255,40,De
R,99,1,D,14,3,12,6454,0,0,De
R,99,1,S,10,20,9,3028,10184,0,De
R,99,1,S,7,16,10,3322,6657,1536,De
R,99,2,T,30,3,5,10484,0,12387,V
R,99,2,D,30,0,8,13984,0,3629,V
R,99,2,D,28,2,7,11686,1131,0,V
R,99,2,S,10,26,6,2507,10117,399,V
R,99,2,S,12,30,8,4368,8692,0,V
R,100,1,T,34,14,9,13831,3608,4164,De
R,100,1,D,41,6,16,20644,0,0,De
R,100,1,D,33,0,14,11716,437,2339,De
R,100,1,S,27,36,12,11067,14117,0,De
R,100,1,S,19,32,10,4188,12974,492,De
R,100,2,T,38,9,11,12566,0,20551,V
R,100,2,D,40,1,14,19657,0,7326,V
R,100,2,D,41,2,13,19200,1170,0,V
R,100,2,S,16,28,13,5069,15764,373,V
R,100,2,S,9,40,8,4358,16808,0,V
R,101,1,T,22,7,6,11411,2256,2953,De
R,101,1,D,20,4,5,8930,0,0,De
R,101,1,D,21,3,10,8314,0,0,De
R,101,1,S,0,17,5,1534,9472,2693,De
R,101,1,S,15,18,6,5577,8337,648,De
R,101,2,T,13,8,5,10670,0,9711,V
R,101,2,D,16,3,8,6187,488,44,V
R,101,2,D,20,0,8,12917,1392,0,V
R,101,2,S,12,11,8,4265,7113,218,V
R,101,2,S,14,13,7,3469,9314,0,V
R,102,1,T,10,3,6,11519,2580,2251,De
R,102,1,D,13,2,5,6208,0,0,De
R,102,1,D,9,0,11,6008,801,705,De
R,102,1,S,6,12,6,3541,6437,486,De
R,102,1,S,4,7,8,4288,5777,0,De
R,102,2,T,22,3,1,10823,246,8714,V
R,102,2,D,21,3,5,8310,1454,1907,V
R,102,2,D,22,1,3,8462,0,0,V
R,102,2,S,9,17,6,2083,8948,293,V
R,102,2,S,8,17,3,1915,8756,432,V
R,103,1,T,12,4,6,8766,0,12576,De
R,103,1,D,20,0,7,10354,0,122,De
R,103,1,D,7,2,10,5344,275,0,De
R,103,1,S,8,11,6,3969,6879,354,De
R,103,1,S,13,11,4,6235,10577,419,De
R,103,2,T,19,3,3,11480,0,8766,V
R,103,2,D,20,4,4,7627,0,0,V
R,103,2,D,13,4,10,6926,406,0,V
R,103,2,S,12,12,7,5209,7052,375,V
R,103,2,S,3,19,5,903,12382,161,V
R,104,1,T,19,3,9,13594,0,7733,De
R,104,1,D,15,2,9,7692,0,0,De
R,104,1,D,15,0,13,8817,839,1193,De
R,104,1,S,7,10,11,5540,11744,1412,De
R,104,1,S,12,17,12,4641,8470,948,De
R,104,2,T,40,12,7,14681,672,6954,V
R,104,2,D,30,6,4,12886,0,0,V
R,104,2,D,31,0,6,9487,193,10,V
R,104,2,S,3,32,5,883,12248,0,V
R,104,2,S,26,34,5,7180,9455,283,V
R,105,1,T,17,3,6,10904,0,13384,De
R,105,1,D,15,0,3,11176,0,0,De
R,105,1,D,14,3,7,13342,1146,2037,De
R,105,1,S,4,9,8,2028,9788,534,De
R,105,1,S,2,17,4,368,13413,0,De
R,105,2,T,22,12,2,12560,0,9258,V
R,105,2,D,19,2,7,9857,348,0,V
R,105,2,D,11,1,6,10355,1207,100,V
R,105,2,S,20,16,7,5921,11187,0,V
R,105,2,S,0,18,2,0,14127,0,V
R,106,1,T,14,0,15,11660,575,9859,De
R,106,1,D,13,5,14,11285,70,185,De
R,106,1,D,14,1,11,11700,0,1049,De
R,106,1,S,8,6,6,5923,10606,1076,De
R,106,1,S,10,11,10,6944,10458,0,De
R,106,2,T,24,5,6,13229,0,18015,V
R,106,2,D,26,2,10,10378,0,965,V
R,106,2,D,36,0,8,14436,0,882,V
R,106,2,S,17,22,5,3543,14959,975,V
R,106,2,S,17,36,6,4994,10994,0,V
R,107,1,T,27,7,9,16302,639,12059,De
R,107,1,D,30,5,9,14999,0,0,De
R,107,1,D,19,4,17,11566,0,402,De
R,107,1,S,17,18,9,6896,12834,1093,De
R,107,1,S,13,22,11,5898,12442,0,De
R,107,2,T,34,4,5,14474,0,8245,V
R,107,2,D,29,5,10,13849,1842,18,V
R,107,2,D,34,5,14,14818,403,199,V
R,107,2,S,21,27,7,9583,14884,195,V
R,107,2,S,6,26,8,2294,13388,500,V
R,108,1,T,4,2,8,4868,0,6881,De
R,108,1,D,7,2,6,3505,0,0,De
R,108,1,D,8,1,6,4782,0,0,De
R,108,1,S,6,6,5,2749,4362,55,De
R,108,1,S,1,4,5,188,4282,0,De
R,108,2,T,19,2,2,7557,0,7884,V
R,108,2,D,16,5,2,4518,0,0,V
R,108,2,D,9,5,2,4887,0,0,V
R,108,2,S,8,18,2,1054,5747,146,V
R,108,2,S,12,16,3,2924,3948,0,V
R,109,1,T,23,5,7,15187,0,8799,De
R,109,1,D,14,1,12,10162,0,0,De
R,109,1,D,16,0,17,9658,144,490,De
R,109,1,S,13,16,10,5787,8524,940,De
R,109,1,S,12,13,10,4152,10545,220,De
R,109,2,T,26,8,4,12530,0,7270,V
R,109,2,D,29,3,7,10401,0,0,V
R,109,2,D,38,0,5,13602,0,1478,V
R,109,2,S,14,25,10,3957,12229,804,V
R,109,2,S,12,18,7,3838,11059,712,V
R,110,1,T,17,4,4,12069,0,13910,De
R,110,1,D,17,0,9,10364,0,0,De
R,110,1,D,18,5,10,9636,0,77,De
R,110,1,S,10,12,12,3642,8731,787,De
R,110,1,S,14,12,7,4647,13278,0,De
R,110,2,T,32,4,4,18392,586,14667,V
R,110,2,D,25,6,6,10236,0,0,V
R,110,2,D,15,1,9,6967,310,654,V
R,110,2,S,15,12,7,6790,11095,779,V
R,110,2,S,10,21,6,3665,11013,832,V
R,111,1,T,24,8,13,17754,3900,12356,De
R,111,1,D,31,3,8,12428,0,0,De
R,111,1,D,34,3,10,11485,0,0,De
R,111,1,S,10,27,5,2982,15306,665,De
R,111,1,S,22,19,7,5832,12925,0,De
R,111,2,T,27,5,5,15323,879,4780,V
R,111,2,D,24,0,13,10282,1435,0,V
R,111,2,D,18,1,19,9968,545,0,V
R,111,2,S,27,14,10,14313,10140,0,V
R,111,2,S,18,23,7,5859,9842,479,V
R,112,1,T,29,8,18,19027,375,16048,De
R,112,1,D,27,5,11,17405,0,0,De
R,112,1,D,19,3,17,16708,236,0,De
R,112,1,S,2,33,5,134,22801,0,De
R,112,1,S,15,15,12,7367,11959,1339,De
R,112,2,T,31,7,9,18884,450,15914,V
R,112,2,D,38,1,9,19390,815,114,V
R,112,2,D,43,2,8,18958,1540,1750,V
R,112,2,S,25,23,10,6317,13486,618,V
R,112,2,S,15,37,11,3623,15816,320,V
R,113,1,T,20,5,16,14930,431,15654,De
R,113,1,D,23,2,7,15312,0,0,De
R,113,1,D,17,0,16,14156,0,4080,De
R,113,1,S,8,24,10,4557,13593,0,De
R,113,1,S,10,19,11,7543,8712,4,De
R,113,2,T,45,28,5,10021,0,20899,V
R,113,2,D,37,3,11,10723,2267,0,V
R,113,2,D,46,0,8,20508,0,778,V
R,113,2,S,5,31,7,1511,13355,866,V
R,113,2,S,30,38,4,7120,19970,0,V
R,114,1,T,14,3,6,7973,89,3625,De
R,114,1,D,14,0,4,6485,0,0,De
R,114,1,D,13,3,8,5229,255,0,De
R,114,1,S,11,10,6,2720,5848,0,De
R,114,1,S,5,8,6,2297,4110,326,De
R,114,2,T,11,3,4,5901,782,2762,V
R,114,2,D,21,0,6,6328,0,0,V
R,114,2,D,15,0,7,6409,0,1114,V
R,114,2,S,6,14,4,902,6327,104,V
R,114,2,S,18,14,2,3971,7059,0,V
R,115,1,T,17,2,7,10282,0,14903,De
R,115,1,D,11,1,5,12067,0,0,De
R,115,1,D,15,1,12,9509,181,1986,De
R,115,1,S,8,7,7,3146,10133,288,De
R,115,1,S,1,18,4,454,14172,0,De
R,115,2,T,22,4,2,12671,291,5837,V
R,115,2,D,19,1,5,11642,773,0,V
R,115,2,D,24,3,8,12738,0,0,V
R,115,2,S,0,27,4,408,12728,0,V
R,115,2,S,9,14,3,4064,8687,0,V
R,116,1,T,22,3,8,15812,756,6767,De
R,116,1,D,18,4,6,7926,0,0,De
R,116,1,D,20,0,9,7538,181,1599,De
R,116,1,S,26,22,8,6648,9807,0,De
R,116,1,S,9,22,8,2306,11806,268,De
R,116,2,T,27,17,6,10900,2121,3634,V
R,116,2,D,24,0,9,9433,0,830,V
R,116,2,D,20,2,7,6719,0,0,V
R,116,2,S,20,21,5,5952,7756,1914,V
R,116,2,S,23,19,7,7319,9882,0,V
R,117,1,T,16,3,8,16467,0,9202,De
R,117,1,D,25,1,6,12082,0,0,De
R,117,1,D,24,3,9,15654,0,167,De
R,117,1,S,4,15,5,3323,17326,177,De
R,117,1,S,14,14,7,6212,12438,833,De
R,117,2,T,15,0,8,10639,0,24058,V
R,117,2,D,22,3,11,18534,409,0,V
R,117,2,D,26,0,8,18889,0,2321,V
R,117,2,S,8,24,6,1924,16684,731,V
R,117,2,S,4,24,4,679,18049,592,V
R,118,1,T,0,0,1,2760,0,3429,De
R,118,1,D,2,0,6,1467,0,0,De
